Rank,Name,Country,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Score,Rel_score(%),Award
220,Ledio Berdellima,Albania,59,0,0,11,0,17,87,14.50,
222,Abduqodiri Qurbonzoda,Tajikistan,0,20,34,32,0,0,86,14.33,
222,Janchiv Bat-Erdene,Mongolia,0,20,34,32,0,0,86,14.33,
222,Victor Luncasu,Moldova,0,20,34,32,0,0,86,14.33,
Guest,Sebastiano Tronto,Italy 2,40,0,12,32,0,0,84,14.00,
225,Bayarkhuu Lodoidamba,Mongolia,0,0,34,32,0,17,83,13.83,
225,Catalin Vlas,Moldova,0,0,34,32,0,17,83,13.83,
225,Dauren Muratov,Kazakhstan,0,0,34,32,0,17,83,13.83,
225,Dovletgeldi Aydogdyyev,Turkmenistan,0,0,34,32,0,17,83,13.83,
225,Gantushig Bayasgalan,Mongolia,0,0,34,32,0,17,83,13.83,
230,Alibek Taalaibek uulu,Kyrgyzstan,0,20,34,11,0,17,82,13.67,
230,Pieter Bos,Netherlands,59,0,12,11,0,0,82,13.67,
232,Victor Ciuntu,Moldova,21,0,60,0,0,0,81,13.50,
233,Michel Breyer,Luxembourg,28,0,34,0,0,17,79,13.17,
234,David Balaghi,Spain,9,0,34,32,0,0,75,12.50,
234,Dixon David Moran Gonzalez,Venezuela,9,0,34,32,0,0,75,12.50,
236,Panayiotis Panayiotou,Cyprus,40,0,34,0,0,0,74,12.33,
237,Andrej Ivaniš,Bosnia and Herzegovina,66,0,5,0,0,0,71,11.83,
237,Rashid Gaziyev,Azerbaijan,0,0,60,11,0,0,71,11.83,
239,Ishak Numanagić,Bosnia and Herzegovina,19,0,34,0,0,17,70,11.67,
240,Franco Assenza,Argentina,40,0,12,0,0,17,69,11.50,
241,Antoni Virós Martín,Spain,0,0,34,32,0,0,66,11.00,
241,Håkon Holmen,Norway,21,0,34,11,0,0,66,11.00,
241,Sven Cerk,Slovenia,0,0,34,32,0,0,66,11.00,
244,Arne Lyngstad Sund,Norway,21,0,12,32,0,0,65,10.83,
244,Azamatbek Akhmedov,Kyrgyzstan,0,20,34,11,0,0,65,10.83,
246,Aleksandar Kelečević,Bosnia and Herzegovina,0,20,12,32,0,0,64,10.67,
246,Govikhuu Basan,Mongolia,0,20,12,32,0,0,64,10.67,
248,Abdullah Mohammad,Ireland,40,0,12,11,0,0,63,10.50,
248,Johannes Kapfhammer,Switzerland,9,20,0,34,0,0,63,10.50,
250,Kunal Singhal,India,0,0,34,11,0,17,62,10.33,
250,Zun Yuan Lim,Malaysia,0,0,34,11,0,17,62,10.33,
252,Hannes Vandecasteele,Belgium,21,0,12,11,0,17,61,10.17,
253,Benoît Vernier,Belgium,9,0,34,0,0,17,60,10.00,
253,Conor Flynn,Ireland,9,0,34,0,0,17,60,10.00,
253,João Ramos,Portugal,0,20,12,11,0,17,60,10.00,
256,Shakarim Kalandarov,Kyrgyzstan,9,0,34,11,0,0,54,9.00,
257,Nika Nadiradze,Georgia,9,0,12,32,0,0,53,8.83,
257,Tilmann Bihler,Germany,21,0,0,32,0,0,53,8.83,
259,Andreas Stavrou,Cyprus,40,0,12,0,0,0,52,8.67,
260,Alan Navarro,Colombia,0,0,34,0,0,17,51,8.50,
260,Jeff Wagner,Luxembourg,28,0,12,11,0,0,51,8.50,
260,Willem Melching,Netherlands,9,0,34,0,8,0,51,8.50,
263,Florian Wernli,Switzerland,21,0,12,0,0,17,50,8.33,
264,Behruz Murotov,Tajikistan,0,0,34,11,0,0,45,7.50,
264,Diego Gabriel Nuñez Duran,Bolivia,0,0,34,11,0,0,45,7.50,
264,Michalis Psalios,Cyprus,0,0,34,11,0,0,45,7.50,
264,Simon Hørup Eskildsen,Denmark,0,0,34,11,0,0,45,7.50,
268,Ion Ureche,Moldova,0,0,12,32,0,0,44,7.33,
268,Jesus Alejandro Soto Agreda,Venezuela,0,0,12,32,0,0,44,7.33,
270,Nursultan Aldaiarov,Kyrgyzstan,9,0,34,0,0,0,43,7.17,
271,Andrej Ivašković,Serbia,9,0,0,32,0,0,41,6.83,
272,Edgar Vedvik,Norway,28,0,12,0,0,0,40,6.67,
272,Luka Bulatović,Montenegro,0,0,12,11,0,17,40,6.67,
274,Elmi Ahmadov,Azerbaijan,0,0,34,0,0,0,34,5.67,
274,Fabian Caihuara Sossa,Bolivia,0,0,34,0,0,0,34,5.67,
274,Fernando Luis Valarino Noriega,Venezuela,0,0,34,0,0,0,34,5.67,
274,Kin Heng Cheang,"Macao, China",0,0,34,0,0,0,34,5.67,
274,Muhsen Hazem Saleh,Kuwait,0,0,34,0,0,0,34,5.67,
274,Nosa Aikodon,Nigeria,0,0,34,0,0,0,34,5.67,
274,Sergio Koller Vargas,Bolivia,0,0,34,0,0,0,34,5.67,
281,Kam Fu Wong,"Macao, China",21,0,12,0,0,0,33,5.50,
282,Angus Kong,Canada,9,0,12,11,0,0,32,5.33,
282,Khayyom Odinaev,Tajikistan,0,0,0,32,0,0,32,5.33,
284,Arnold Drita,Albania,0,0,12,0,0,17,29,4.83,
284,Ka Chon Fong,"Macao, China",0,0,12,0,0,17,29,4.83,
286,Seng Pan Kou,"Macao, China",28,0,0,0,0,0,28,4.67,
287,John Chen,Trinidad and Tobago,0,0,12,11,0,0,23,3.83,
288,Chirag Gupta,India,21,0,0,0,0,0,21,3.50,
288,Maciej Goszczycki,Ireland,9,0,12,0,0,0,21,3.50,
290,Sanan Pashayev,Azerbaijan,0,0,5,11,0,0,16,2.67,
291,Zachary Subran-Ganesh,Trinidad and Tobago,9,0,5,0,0,0,14,2.33,
292,Ali Qasim,Libya,0,0,12,0,0,0,12,2.00,
292,Chin Lip Soh,Malaysia,0,0,12,0,0,0,12,2.00,
292,Christ Ligori,Albania,0,0,12,0,0,0,12,2.00,
292,Gabriel Alejandro Norambuena Guzmán,Chile,0,0,12,0,0,0,12,2.00,
292,Manuel Vergara,Colombia,0,0,12,0,0,0,12,2.00,
292,Savvas Mitsikouridis,Cyprus,0,0,12,0,0,0,12,2.00,
292,Yaqoub Adel Alyakoub,Kuwait,0,0,12,0,0,0,12,2.00,
299,Rushan Xhaja,Albania,0,0,5,0,0,0,5,0.83,
300,Ahmed Khaled,Libya,0,0,0,0,0,0,0,0.00,
300,Ali Al Mumin,Kuwait,0,0,0,0,0,0,0,0.00,
300,Aminu Folawiyo,Nigeria,0,0,0,0,0,0,0,0.00,
300,Amira Sherif,Libya,0,0,0,0,0,0,0,0.00,
300,Bindir Umar,Nigeria,0,0,0,0,0,0,0,0.00,
300,Cristobal Miranda,Chile,0,0,0,0,0,0,0,0.00,
300,Jorge Lobos,Chile,0,0,0,0,0,0,0,0.00,
300,Oluwatosin Joshua,Nigeria,0,0,0,0,0,0,0,0.00,
300,Richard Tynan,Ireland,0,0,0,0,0,0,0,0.00,
300,Safwan Bouna,Libya,0,0,0,0,0,0,0,0.00,
300,Yousef Husain,Kuwait,0,0,0,0,0,0,0,0.00,
