Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
267,Joris Pevcevičius,Lithuania,9,36.5,0,2,10.00,5.00, , ,62.50,10.42,
268,Jair Rafael Santana Benzan,Dominican Republic,26,5.0,15,2,10.00,1.75, , ,59.75,9.96,
269,Jakob Žorž,Slovenia,18,0.0,0,0,39.86,1.75, , ,59.61,9.94,
270,Svyatoslav Kim,Uzbekistan,3,0.0,11,0,10.00,34.00, , ,58.00,9.67,
271,Benjamin Kleyn,South Africa,12,5.0,0,13,10.00,17.35, , ,57.35,9.56,
272,Voris Rahimov,Tajikistan,12,0.0,23,2,10.00,10.00, , ,57.00,9.50,
273,Fidan Huseynova,Azerbaijan,18,5.0,4,9,10.00,10.00, , ,56.00,9.33,
273,Phoebe Zhang,New Zealand,32,5.0,4,0,10.00,5.00, , ,56.00,9.33,
275,Veaceslav Guzun,Moldova,32,0.0,0,7,10.00,6.75, , ,55.75,9.29,
276,Hok Fong Wong,"Macao, China",9,5.0,4,9,10.00,17.35, , ,54.35,9.06,
277,Krišjānis Petručeņa,Latvia,18,10.0,4,2,10.00,10.00, , ,54.00,9.00,
278,Angelo Torres,Peru,9,10.0,4,2,10.00,17.35, , ,52.35,8.72,
279,John Mauris López Ramos,Cuba,9,36.5,0,0,0.00,6.75, , ,52.25,8.71,
280,Diego Arias,Chile,18,5.0,4,0,25.00,0.00, , ,52.00,8.67,
281,Ahmad Moursi,Egypt,9,5.0,0,0,10.00,27.50, , ,51.50,8.58,
282,Sohaib Sawalha,Palestine,32,5.0,4,0,10.00,0.00, , ,51.00,8.50,
283,Musharraf Shukrulloev,Tajikistan,18,0.0,4,0,10.00,18.40, , ,50.40,8.40,
284,Olaf Herman,Netherlands,0,38.0,0,2,0.00,10.00, , ,50.00,8.33,
285,Daner Zein Tonconi Mendoza,Bolivia,18,5.0,4,2,10.00,10.00, , ,49.00,8.17,
285,Toni Škrijelj,Serbia,3,5.0,15,0,0.00,26.00, , ,49.00,8.17,
287,Fernando Andreé González Meléndez,El Salvador,9,5.0,4,9,10.00,10.00, , ,47.00,7.83,
287,Jona Bedaux,Netherlands,3,0.0,0,0,10.00,34.00, , ,47.00,7.83,
287,Roba Katout,Palestine,18,5.0,4,0,10.00,10.00, , ,47.00,7.83,
290,Chirath Nirodha,Sri Lanka,18,0.0,11,2,10.00,5.00, , ,46.00,7.67,
291,Marcelo Lemus,Chile,3,5.0,0,2,10.00,25.75, , ,45.75,7.62,
292,Minindu Jayasekara,Sri Lanka,9,5.0,4,0,10.00,17.35, , ,45.35,7.56,
292,Panagiotis Chatzikostas,Cyprus,12,0.0,4,2,10.00,17.35, , ,45.35,7.56,
294,Erik Hedin,Sweden,12,5.0,23,0,0.00,5.00, , ,45.00,7.50,
295,Marian Soltan,Moldova,9,5.0,0,2,10.00,18.40, , ,44.40,7.40,
296,Emmanuel Rassou,South Africa,18,0.0,4,2,10.00,10.00, , ,44.00,7.33,
297,Benjamin Faltin,Ireland,9,10.0,4,2,0.00,18.40, , ,43.40,7.23,
298,Khusanboy Mansuraliev,Uzbekistan,9,5.0,4,2,10.00,10.00, , ,40.00,6.67,
298,Moyinoluwa David Orimoloye,Nigeria,9,5.0,4,2,10.00,10.00, , ,40.00,6.67,
300,Sofija Velkovska,North Macedonia,3,5.0,11,0,10.00,10.00, , ,39.00,6.50,
301,Thomas Riedle,Austria,3,5.0,0,2,10.00,17.35, , ,37.35,6.22,
302,Elias Simojoki,Finland,3,5.0,0,9,10.00,10.00, , ,37.00,6.17,
303,Abdulmohsen Mohammedsaleh,Saudi Arabia,3,0.0,11,2,10.00,10.00, , ,36.00,6.00,
303,Alejandro Castro,Bolivia,9,5.0,0,2,10.00,10.00, , ,36.00,6.00,
303,Bor Brudar,Slovenia,9,5.0,0,2,10.00,10.00, , ,36.00,6.00,
303,Gilberto Rodrigo Pierre Gosset Gonzales,Bolivia,9,5.0,0,2,10.00,10.00, , ,36.00,6.00,
307,Akram El Omrani,Morocco,9,0.0,11,2,10.00,3.50, , ,35.50,5.92,
308,Juan Diego Marcano Cuellar,Venezuela,9,0.0,4,2,10.00,10.00, , ,35.00,5.83,
308,Ruadhán Mac Giolla Phádraig,Ireland,9,0.0,4,2,10.00,10.00, , ,35.00,5.83,
310,Daniel Emeka-Ilozor,Nigeria,18,0.0,0,2,10.00,3.50, , ,33.50,5.58,
311,Emira Ibrahimovic,Bosnia and Herzegovina,3,0.0,11,2,0.00,17.35, , ,33.35,5.56,
312,Joseph Achimugu,Nigeria,9,0.0,4,2,10.00,6.75, , ,31.75,5.29,
312,Soufien El Mazlouzi,Morocco,9,0.0,4,2,10.00,6.75, , ,31.75,5.29,
314,Thomas Wachter,Austria,9,5.0,0,0,10.00,6.75, , ,30.75,5.12,
315,Kiara González,Colombia,3,5.0,0,2,10.00,10.00, , ,30.00,5.00,
316,Daniel Murphy,Luxembourg,3,0.0,4,2,10.00,10.00, , ,29.00,4.83,
316,Shithila Mahabaduge,Sri Lanka,3,0.0,4,2,10.00,10.00, , ,29.00,4.83,
316,Thanh-Viêt Jean Nguyen,Luxembourg,9,0.0,0,0,10.00,10.00, , ,29.00,4.83,
319,Muhammad Saad,Jordan,9,0.0,0,2,10.00,6.75, , ,27.75,4.62,
320,Bryan Mauricio,Peru,3,0.0,4,0,10.00,10.00, , ,27.00,4.50,
321,Adrian Dobbe Flemmen,Norway,18,0.0,0,2,0.00,6.75, , ,26.75,4.46,
322,Pierre Roth,Luxembourg,9,5.0,0,2,10.00,0.00, , ,26.00,4.33,
323,Rubdary Valentina Rojas Linarez,Venezuela,3,0.0,4,2,10.00,6.75, , ,25.75,4.29,
324,Malik Sadaqa,Jordan,3,0.0,0,2,10.00,10.00, , ,25.00,4.17,
324,Orazmuhammet Begenjov,Turkmenistan,9,0.0,4,2,10.00,0.00, , ,25.00,4.17,
326,Alex Blanchard,Chile,3,5.0,0,0,10.00,6.75, , ,24.75,4.12,
327,Einar Andri Víðisson,Iceland,3,0.0,0,0,10.00,10.00, , ,23.00,3.83,
328,Ernesto David Serize Portela,Cuba,0,0.0,0,2,10.00,10.00, , ,22.00,3.67,
328,Omar Afandi,Azerbaijan,3,5.0,4,0,0.00,10.00, , ,22.00,3.67,
328,Tomás Faria,Portugal,0,0.0,0,2,10.00,10.00, , ,22.00,3.67,
331,Miguel Sáenz,Colombia,3,0.0,0,2,10.00,6.75, , ,21.75,3.62,
331,Raed Naseer,Jordan,3,0.0,0,2,10.00,6.75, , ,21.75,3.62,
333,Juan Ignacio Cantarella,Argentina,9,0.0,0,2,10.00,0.00, , ,21.00,3.50,
334,Apiram Rajamohan,Sri Lanka,3,0.0,0,0,10.00,6.75, , ,19.75,3.29,
335,Panagiotis Liampas,Greece,0,0.0,0,9,10.00,0.00, , ,19.00,3.17,
336,Diego Emilio Rebollo García,Chile,3,5.0,0,0,0.00,10.00, , ,18.00,3.00,
336,Jeremías Figueiredo Paschmann,Argentina,3,0.0,0,0,10.00,5.00, , ,18.00,3.00,
338,Andreas Rasvanis,Greece,3,0.0,4,2,0.00,6.75, , ,15.75,2.62,
338,Cristofer Adonis Vásquez Estrada,El Salvador,3,0.0,4,2,0.00,6.75, , ,15.75,2.62,
340,Kenna Nemera,South Africa,3,0.0,0,2,0.00,10.00, , ,15.00,2.50,
341,Rejepmyrat Shemsetdinov,Turkmenistan,3,0.0,0,0,10.00,0.00, , ,13.00,2.17,
342,Shamir Leonardo Terán Mustafá,Bolivia,9,0.0,0,2,0.00,1.75, , ,12.75,2.12,
343,Adam Hustava,Luxembourg,3,5.0,0,0,0.00,0.00, , ,8.00,1.33,
344,Mauricio Bacca Peña,Colombia,0,0.0,0,0,0.00,6.75, , ,6.75,1.12,
345,Daniel Francisco Hello Puccini,Colombia,3,0.0,0,2,0.00,0.00, , ,5.00,0.83,
346,Ayomipe Treasure Moyinlorun,Nigeria,0,0.0,0,0,0.00,0.00, , ,0.00,0.00,
346,Jahir Manuel Cajas Toapanta,Ecuador,0,0.0,0,0,0.00,0.00, , ,0.00,0.00,
346,Michael Poveda,Ecuador,0,0.0,0,0,0.00,0.00, , ,0.00,0.00,
346,Steven Mera,Ecuador,0,0.0,0,0,0.00,0.00, , ,0.00,0.00,
