Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
31,Won Seok Yoo,Republic of Korea, , , , , , , , ,580,82.86,Silver
34,Matthew Craighead,United States of America, , , , , , , , ,570,81.43,Silver
34,Milan Stanojević,Serbia and Montenegro, , , , , , , , ,570,81.43,Silver
36,Andrei Kirylenka,Belarus, , , , , , , , ,560,80.00,Silver
36,Michal Illich,Czech Republic, , , , , , , , ,560,80.00,Silver
36,Siarhei Lahvinenka,Belarus, , , , , , , , ,560,80.00,Silver
36,Tomasz Czajka,Poland, , , , , , , , ,560,80.00,Silver
40,Jung Gun Lim,Republic of Korea, , , , , , , , ,550,78.57,Silver
41,Asanka  Herath,Sri Lanka, , , , , , , , ,540,77.14,Silver
41,David Pritchard,Canada, , , , , , , , ,540,77.14,Silver
41,Marius Gedminas,Lithuania, , , , , , , , ,540,77.14,Silver
41,Oleksandr Grushetskyy,Ukraine, , , , , , , , ,540,77.14,Silver
41,Rusmin Soetjipto,Indonesia, , , , , , , , ,540,77.14,Silver
46,Andy Kurnia,Indonesia, , , , , , , , ,530,75.71,Silver
46,Mihai-Emilian Scortaru,Romania, , , , , , , , ,530,75.71,Silver
46,Pär Söderhjelm,Sweden, , , , , , , , ,530,75.71,Silver
49,Andrei Lopatin,Russia, , , , , , , , ,520,74.29,Silver
49,Kuang-Che Wu,Taiwan, , , , , , , , ,520,74.29,Silver
49,Mathijs Vogelzang,Netherlands, , , , , , , , ,520,74.29,Silver
49,Petch Manoharn,Thailand, , , , , , , , ,520,74.29,Silver
49,Şükrü Tikveş,Türkiye, , , , , , , , ,520,74.29,Silver
54,Yahav Nussbaum,Israel, , , , , , , , ,510,72.86,Silver
55,Asier Llano,Spain, , , , , , , , ,500,71.43,Silver
55,Behshad Behzadi,Iran, , , , , , , , ,500,71.43,Silver
55,Gustav Lindström,Sweden, , , , , , , , ,500,71.43,Silver
55,Naser Faramarzpour,Iran, , , , , , , , ,500,71.43,Silver
59,Alexandru Andoni,Moldova, , , , , , , , ,490,70.00,Silver
59,Kai-Min Chung,Taiwan, , , , , , , , ,490,70.00,Silver
59,Tero Karras,Finland, , , , , , , , ,490,70.00,Silver
59,Uri Barkay,Israel, , , , , , , , ,490,70.00,Silver
63,Jaco Cronjé,South Africa, , , , , , , , ,480,68.57,Bronze
63,Jan Lönnberg,Finland, , , , , , , , ,480,68.57,Bronze
63,Joost Batenburg,Netherlands, , , , , , , , ,480,68.57,Bronze
63,Mikhail Baoutine,Russia, , , , , , , , ,480,68.57,Bronze
63,Neil Girdhar,Canada, , , , , , , , ,480,68.57,Bronze
63,Sergiy Didenko,Ukraine, , , , , , , , ,480,68.57,Bronze
63,Svetlin Nakov,Bulgaria, , , , , , , , ,480,68.57,Bronze
63,Tran Tuan Anh,Vietnam, , , , , , , , ,480,68.57,Bronze
71,Erik Soe Sorensen,Denmark, , , , , , , , ,470,67.14,Bronze
71,Herbert Beltman,Netherlands, , , , , , , , ,470,67.14,Bronze
71,Jānis Sermuliņš,Latvia, , , , , , , , ,470,67.14,Bronze
71,Nick Jones,United Kingdom, , , , , , , , ,470,67.14,Bronze
75,Remigijus Staniulis,Lithuania, , , , , , , , ,460,65.71,Bronze
76,Jens Zumbragel,Germany, , , , , , , , ,450,64.29,Bronze
76,Meelis Kull,Estonia, , , , , , , , ,450,64.29,Bronze
76,Roie Marianer,Israel, , , , , , , , ,450,64.29,Bronze
76,Vassil Popovski,Bulgaria, , , , , , , , ,450,64.29,Bronze
80,Jaak Sarv,Estonia, , , , , , , , ,440,62.86,Bronze
80,Mattias de Zalenski,Sweden, , , , , , , , ,440,62.86,Bronze
82,Dejan Jovanović,Serbia and Montenegro, , , , , , , , ,430,61.43,Bronze
82,Dmitrijs Kravčenko,Latvia, , , , , , , , ,430,61.43,Bronze
82,Sinan Öz,Türkiye, , , , , , , , ,430,61.43,Bronze
85,Chih-Heng Chung,Taiwan, , , , , , , , ,420,60.00,Bronze
85,David Arthur,Canada, , , , , , , , ,420,60.00,Bronze
85,Ioannis Tsoukalidis,Greece, , , , , , , , ,420,60.00,Bronze
85,Mikkel Stensgaard,Denmark, , , , , , , , ,420,60.00,Bronze
85,Zdeněk Dvořák,Czech Republic, , , , , , , , ,420,60.00,Bronze
90,Artūrs Žogla,Latvia, , , , , , , , ,410,58.57,Bronze
90,Sergiy Tkachuk,Ukraine, , , , , , , , ,410,58.57,Bronze
92,Diodor Bitan,Romania, , , , , , , , ,400,57.14,Bronze
92,Eyal Rozenberg,Israel, , , , , , , , ,400,57.14,Bronze
92,James Lingard,United Kingdom, , , , , , , , ,400,57.14,Bronze
92,Kresimir Cosic,Croatia, , , , , , , , ,400,57.14,Bronze
92,Milan Mesic,Croatia, , , , , , , , ,400,57.14,Bronze
97,Akkarit Sangpetch,Thailand, , , , , , , , ,390,55.71,Bronze
97,Le Hong Viet,Vietnam, , , , , , , , ,390,55.71,Bronze
97,Simon Giesecke,Germany, , , , , , , , ,390,55.71,Bronze
100,Timo Teräs,Finland, , , , , , , , ,380,54.29,Bronze
100,Xavier Gratal,Spain, , , , , , , , ,380,54.29,Bronze
100,Zoran Majstrović,Croatia, , , , , , , , ,380,54.29,Bronze
103,Bruce Merry,South Africa, , , , , , , , ,370,52.86,Bronze
103,Chiu-Yuen Koo,"Hong Kong, China", , , , , , , , ,370,52.86,Bronze
103,Daniel Varkonyi,Hungary, , , , , , , , ,370,52.86,Bronze
103,Gediminas Lukšys,Lithuania, , , , , , , , ,370,52.86,Bronze
103,Ying-Hung Chiang,Taiwan, , , , , , , , ,370,52.86,Bronze
108,Boyan Krosnov,Bulgaria, , , , , , , , ,360,51.43,Bronze
108,Peter Kaufmann,Switzerland, , , , , , , , ,360,51.43,Bronze
108,Robert Beattie,Ireland, , , , , , , , ,360,51.43,Bronze
111,Chan Sin Huan,Singapore, , , , , , , , ,350,50.00,Bronze
111,Liong Sauw Ming,Indonesia, , , , , , , , ,350,50.00,Bronze
111,Zvonimir Bujanović,Croatia, , , , , , , , ,350,50.00,Bronze
114,Pavel Nejedlý,Czech Republic, , , , , , , , ,340,48.57,Bronze
114,Pit Suwong,Thailand, , , , , , , , ,340,48.57,Bronze
116,Jan Kára,Czech Republic, , , , , , , , ,330,47.14,Bronze
116,Matej Rizman,Slovenia, , , , , , , , ,330,47.14,Bronze
116,Peter Ago,Hungary, , , , , , , , ,330,47.14,Bronze
116,Tushara Karunaratna,Sri Lanka, , , , , , , , ,330,47.14,Bronze
120,Dmitri Lepp,Estonia, , , , , , , , ,310,44.29,Bronze
120,Tan Chun Kiat,Singapore, , , , , , , , ,310,44.29,Bronze
122,Dmitrijs Rutko,Latvia, , , , , , , , ,300,42.86,
122,Tran Trung Kien,Vietnam, , , , , , , , ,300,42.86,
122,Valeriy Shchedrin,Ukraine, , , , , , , , ,300,42.86,
125,Nicolai Brinza,Moldova, , , , , , , , ,290,41.43,
126,Yau Chi Choi,"Hong Kong, China", , , , , , , , ,280,40.00,
127,Dean Čupović,Bosnia and Herzegovina, , , , , , , , ,270,38.57,
127,Giorgi Mania,Georgia, , , , , , , , ,270,38.57,
127,Gmeiner Karl,Austria, , , , , , , , ,270,38.57,
127,Viachaslav Vdavichenka,Belarus, , , , , , , , ,270,38.57,
127,Wai Kouk Ho,"Macao, China", , , , , , , , ,270,38.57,
132,Vasilieios Vasaitis,Greece, , , , , , , , ,260,37.14,
133,Chuong Do,United States of America, , , , , , , , ,250,35.71,
133,David Kornmüller,Austria, , , , , , , , ,250,35.71,
133,Endel Soolo,Estonia, , , , , , , , ,250,35.71,
133,Erick Moreno Centeno,Mexico, , , , , , , , ,250,35.71,
133,Graeme David Kemkes,Canada, , , , , , , , ,250,35.71,
133,Luke Halliwell,United Kingdom, , , , , , , , ,250,35.71,
133,Nikola Altiparmakov,Serbia and Montenegro, , , , , , , , ,250,35.71,
140,Kristian Kraemmer Nielsen,Denmark, , , , , , , , ,240,34.29,
140,Nevzat Onur Domaniç,Türkiye, , , , , , , , ,240,34.29,
140,Pedro Ribeiro,Portugal, , , , , , , , ,240,34.29,
143,Matias Brunstein Macri,Argentina, , , , , , , , ,230,32.86,
144,Ciarán O'Conaire,Ireland, , , , , , , , ,220,31.43,
144,John Congote,Colombia, , , , , , , , ,220,31.43,
144,Kristoffer Hansen,Denmark, , , , , , , , ,220,31.43,
144,Milos Milovanovic,Serbia and Montenegro, , , , , , , , ,220,31.43,
144,Pablo Gabriel Bendersky,Argentina, , , , , , , , ,220,31.43,
149,Athinodoros Panagiotidis,Greece, , , , , , , , ,210,30.00,
149,Javier Sebastian Turek,Argentina, , , , , , , , ,210,30.00,
149,Vincent Palatin,France, , , , , , , , ,210,30.00,
152,Dragan Sekulovski,North Macedonia, , , , , , , , ,200,28.57,
152,Justas Kranauskas,Lithuania, , , , , , , , ,200,28.57,
154,On-Sheung Yan,"Hong Kong, China", , , , , , , , ,190,27.14,
155,Fernando Hajera,Spain, , , , , , , , ,180,25.71,
155,Michel Pérez González,Cuba, , , , , , , , ,180,25.71,
155,Suchit Pongnumkul,Thailand, , , , , , , , ,180,25.71,
158,Alejandro Lopez Baragano,Mexico, , , , , , , , ,170,24.29,
158,Lukas Stadler,Austria, , , , , , , , ,170,24.29,
158,Socratis Georgiou,Cyprus, , , , , , , , ,170,24.29,
161,Alexander Wissner-Gross,United States of America, , , , , , , , ,160,22.86,
161,Georges Baatz,Luxembourg, , , , , , , , ,160,22.86,
161,Konstantinos Sofokleous,Cyprus, , , , , , , , ,160,22.86,
164,Aliaksei Danchanka,Belarus, , , , , , , , ,150,21.43,
164,Brett Van Swelm,South Africa, , , , , , , , ,150,21.43,
164,Johan Mustika Kartiwa,Indonesia, , , , , , , , ,150,21.43,
164,Panayiotis Stavrinides,Cyprus, , , , , , , , ,150,21.43,
164,Sasakthi Abeysinghe,Sri Lanka, , , , , , , , ,150,21.43,
169,Beket Zhapbasbay,Kazakhstan, , , , , , , , ,140,20.00,
169,Chan Fong Wong,"Macao, China", , , , , , , , ,140,20.00,
169,Grigor Ovanesian,Georgia, , , , , , , , ,140,20.00,
172,Chon Fong Ng,"Macao, China", , , , , , , , ,130,18.57,
173,Chin Pang Che,"Macao, China", , , , , , , , ,120,17.14,
173,Chiu Jiawei,Singapore, , , , , , , , ,120,17.14,
173,Huseyn Guliyev,Azerbaijan, , , , , , , , ,120,17.14,
173,James Martin,Ireland, , , , , , , , ,120,17.14,
173,Laurent Heinen,Luxembourg, , , , , , , , ,120,17.14,
173,Miha Grčar,Slovenia, , , , , , , , ,120,17.14,
173,Simon Meier,Switzerland, , , , , , , , ,120,17.14,
173,William Blackwell,Trinidad and Tobago, , , , , , , , ,120,17.14,
181,Admir Tuzović,Bosnia and Herzegovina, , , , , , , , ,110,15.71,
181,Cheng-Ning Pu,Trinidad and Tobago, , , , , , , , ,110,15.71,
181,Leong Derek,Singapore, , , , , , , , ,110,15.71,
184,Dennis Neshtoon,Azerbaijan, , , , , , , , ,100,14.29,
184,Spiros Moyrgoyiannis,Greece, , , , , , , , ,100,14.29,
184,Uros Platise,Slovenia, , , , , , , , ,100,14.29,
187,David Bello,Colombia, , , , , , , , ,90,12.86,
187,Grigor Geoletsyan,Armenia, , , , , , , , ,90,12.86,
187,Kin Fai Tam,"Hong Kong, China", , , , , , , , ,90,12.86,
187,Prabath Gunawardane,Sri Lanka, , , , , , , , ,90,12.86,
187,Renat Shaimardanov,Kazakhstan, , , , , , , , ,90,12.86,
187,Sebastien Carlier,France, , , , , , , , ,90,12.86,
193,Adrian Cucu,Moldova, , , , , , , , ,80,11.43,
193,Roman Moeller,Switzerland, , , , , , , , ,80,11.43,
195,Archil Tsiskaridze,Georgia, , , , , , , , ,70,10.00,
195,Bob Fisch,Luxembourg, , , , , , , , ,70,10.00,
197,Bruno Soares,Portugal, , , , , , , , ,60,8.57,
197,Elsmarieke van de Giessen,Netherlands, , , , , , , , ,60,8.57,
197,Jurij Leskovec,Slovenia, , , , , , , , ,60,8.57,
197,Oisin Suttle,Ireland, , , , , , , , ,60,8.57,
197,Oliver Boskovski,North Macedonia, , , , , , , , ,60,8.57,
197,Ouazad Amine,France, , , , , , , , ,60,8.57,
197,Tarik Karamustafić,Bosnia and Herzegovina, , , , , , , , ,60,8.57,
197,Urban Adrien,France, , , , , , , , ,60,8.57,
205,Jose Santos,Portugal, , , , , , , , ,50,7.14,
205,Jose Victor Cruz Macias,Mexico, , , , , , , , ,50,7.14,
207,Adnan Mašić,Bosnia and Herzegovina, , , , , , , , ,40,5.71,
207,Artak Koshtoyan,Armenia, , , , , , , , ,40,5.71,
207,Marc Vinyes,Spain, , , , , , , , ,40,5.71,
207,Michel Conrad,Luxembourg, , , , , , , , ,40,5.71,
207,Samvel Poghosyan,Armenia, , , , , , , , ,40,5.71,
212,Danieli Ratiani,Georgia, , , , , , , , ,30,4.29,
212,Luis Alfonso Vega Garcia,Mexico, , , , , , , , ,30,4.29,
212,Marius Vetrici,Moldova, , , , , , , , ,30,4.29,
212,Murad  Mamedov,Azerbaijan, , , , , , , , ,30,4.29,
212,Vladica Sark,North Macedonia, , , , , , , , ,30,4.29,
217,Christopher Brereton,Trinidad and Tobago, , , , , , , , ,20,2.86,
217,Emin Hasanov,Azerbaijan, , , , , , , , ,20,2.86,
217,Johan Ayala,Colombia, , , , , , , , ,20,2.86,
217,Maxat Aipanov,Kazakhstan, , , , , , , , ,20,2.86,
217,Raul Garcia,Colombia, , , , , , , , ,20,2.86,
222,Abdel Rahman Mahfouz,Egypt, , , , , , , , ,0,0.00,
222,Adel Ahmed Nagui,Egypt, , , , , , , , ,0,0.00,
222,Alda Tomo,Mozambique, , , , , , , , ,0,0.00,
222,Arman Prashev,Kazakhstan, , , , , , , , ,0,0.00,
222,Arsɏio Fabiao,Mozambique, , , , , , , , ,0,0.00,
222,Azarias Tomas Muchanga,Mozambique, , , , , , , , ,0,0.00,
222,Carlos Alexis Moyi Abarza,Chile, , , , , , , , ,0,0.00,
222,Christopher Gustavo Collins Del Fierro,Chile, , , , , , , , ,0,0.00,
222,Cristiano Barbosa,Portugal, , , , , , , , ,0,0.00,
222,Daniel Taj,Mozambique, , , , , , , , ,0,0.00,
222,David Nicolas Manilla Tello,Chile, , , , , , , , ,0,0.00,
222,Haris Michael Volos,Cyprus, , , , , , , , ,0,0.00,
222,Jose Antonio Castillo Venenciano,Chile, , , , , , , , ,0,0.00,
222,Khaled Mohamed Hamid,Egypt, , , , , , , , ,0,0.00,
222,Kostadin Balajcaliev,North Macedonia, , , , , , , , ,0,0.00,
222,Luis Omar Picchio,Argentina, , , , , , , , ,0,0.00,
222,Patrick Moor,Switzerland, , , , , , , , ,0,0.00,
222,Ryan Cipriani,Trinidad and Tobago, , , , , , , , ,0,0.00,
222,Sevada Gurjyan,Armenia, , , , , , , , ,0,0.00,
222,Walid Mohamed Ali,Egypt, , , , , , , , ,0,0.00,
