Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
65,Emil Kostanyan,Armenia,32,100,55,42,80.43,67.95, , ,377.38,62.90,Silver
66,Adam Górkiewicz,Poland,5,96,100,100,0.00,76.00, , ,377.00,62.83,Silver
67,Alexandra Maria Udriștoiu,Romania,19,100,55,21,80.14,100.00, , ,375.14,62.52,Silver
68,Martin Kopchev,Bulgaria,5,100,27,100,74.83,67.96, , ,374.79,62.47,Silver
69,Tunan Shi,Australia,19,100,41,21,92.62,100.00, , ,373.62,62.27,Silver
70,Balázs Tóth,Hungary,30,100,41,42,92.62,67.97, , ,373.59,62.27,Silver
71,Krešimir Nežmah,Croatia,44,100,25,9,92.62,100.00, , ,370.62,61.77,Silver
72,Oscar Jocqué,Belgium,19,96,11,42,92.24,100.00, , ,360.24,60.04,Silver
73,Rajarshi Basu,India,19,96,55,9,80.14,100.00, , ,359.14,59.86,Silver
74,Udit Sanghi,India,5,96,90,9,92.62,65.32, , ,357.94,59.66,Silver
75,Daniel Zhenghao Choo,Singapore,44,100,11,77,25.00,100.00, , ,357.00,59.50,Silver
Guest,Shen Xing Yang,Singapore 2,5,100,27,100,25.00,100.00, , ,357.00,59.50,Silver
76,Samvel Andreasyan,Armenia,5,96,67,42,79.86,65.32, , ,355.18,59.20,Silver
77,Benson Zhan Li Lin,Singapore,44,100,41,9,92.62,67.96, , ,354.58,59.10,Silver
78,Georgi Petkov,Bulgaria,27,96,67,42,57.07,65.32, , ,354.39,59.06,Silver
79,Nándor Nagy,Hungary,0,100,53,21,80.14,100.00, , ,354.14,59.02,Silver
80,Jozef Fülöp,Slovakia,44,96,11,42,56.78,100.00, , ,349.78,58.30,Silver
81,Áron Noszály,Hungary,19,100,41,21,80.43,86.87, , ,348.30,58.05,Silver
82,Egor Lifar,Russia,5,100,41,77,25.00,100.00, , ,348.00,58.00,Silver
83,Christopher Trevisan,Canada,49,96,41,21,73.62,65.32, , ,345.94,57.66,Silver
84,Rama Aryasuta Pangestu,Indonesia,0,100,11,42,92.62,100.00, , ,345.62,57.60,Silver
85,Andrei Mishchanka,Belarus,14,100,41,100,25.00,65.32, , ,345.32,57.55,Silver
86,Archil Basadzishvili,Georgia,19,100,55,42,56.78,65.32, , ,338.10,56.35,Silver
87,Tomasz Nowak,Poland,5,100,41,9,80.14,100.00, , ,335.14,55.86,Bronze
88,Arayi Khalatyan,Armenia,19,100,27,42,78.75,65.32, , ,332.07,55.34,Bronze
Guest,Lim Rui Yuan,Singapore 2,14,96,55,21,80.43,65.32, , ,331.75,55.29,Bronze
89,Tan Si Jie,Singapore,19,100,11,9,92.62,100.00, , ,331.62,55.27,Bronze
90,Tasmeem Reza,Bangladesh,0,100,76,42,10.00,100.00, , ,328.00,54.67,Bronze
91,Euan Ong,United Kingdom,0,96,41,9,80.43,100.00, , ,326.43,54.41,Bronze
91,Khaleel Al-Adhami,Jordan,25,100,11,21,80.43,89.00, , ,326.43,54.41,Bronze
91,Rokas Urbonas,Lithuania,0,96,41,9,80.43,100.00, , ,326.43,54.41,Bronze
94,Aleksandr Abelyan,Armenia,0,100,0,42,80.71,100.00, , ,322.71,53.78,Bronze
95,Jovan Bengin,Serbia,49,96,11,42,56.64,65.32, , ,319.96,53.33,Bronze
Guest,Daniel Toh Jing En,Singapore 2,5,100,55,12,79.86,67.97, , ,319.83,53.30,Bronze
96,Ivan Solovyev,New Zealand,0,96,41,0,80.43,100.00, , ,317.43,52.91,Bronze
97,Charalampos Georgiou,Cyprus,27,100,11,21,92.62,65.32, , ,316.94,52.82,Bronze
98,Yaraslau Barysau,Belarus,5,96,27,42,80.14,65.32, , ,315.46,52.58,Bronze
99,Roope Salmi,Finland,5,96,25,9,80.14,100.00, , ,315.14,52.52,Bronze
100,Dan Baterisna,Philippines,19,100,27,12,56.93,100.00, , ,314.93,52.49,Bronze
101,Dion Stephan Ong,Philippines,5,100,55,9,79.86,65.32, , ,314.18,52.36,Bronze
102,Quang Ong,Australia,0,100,11,21,80.43,100.00, , ,312.43,52.07,Bronze
103,Shashwat Chandra,India,32,100,11,21,79.86,67.87, , ,311.73,51.95,Bronze
104,Gustav Kalander,Sweden,0,100,53,0,92.62,65.34, , ,310.96,51.83,Bronze
105,Aldas Lenkšas,Lithuania,5,96,27,0,80.71,100.00, , ,308.71,51.45,Bronze
106,Martin Josip Kocijan,Croatia,5,100,11,0,92.24,100.00, , ,308.24,51.37,Bronze
107,Ka Hei Wai,"Hong Kong, China",5,96,100,42,25.00,39.00, , ,307.00,51.17,Bronze
108,Dovydas Vadišius,Lithuania,0,96,41,21,80.43,67.96, , ,306.39,51.06,Bronze
109,Andi Qu,South Africa,5,96,41,42,56.78,65.32, , ,306.10,51.02,Bronze
110,Mohamed Bakry,Egypt,49,100,11,21,25.00,100.00, , ,306.00,51.00,Bronze
111,Edbert Geraldy Cangdinata,Indonesia,0,100,27,21,56.93,100.00, , ,304.93,50.82,Bronze
112,Benjamin Bajd,Slovenia,32,100,11,42,53.68,65.32, , ,304.00,50.67,Bronze
112,Rémy Kimbrough,France,25,100,27,42,10.00,100.00, , ,304.00,50.67,Bronze
114,Aziz Huseynov,Azerbaijan,5,100,41,12,80.43,65.32, , ,303.75,50.62,Bronze
115,Blagojche Pavleski,North Macedonia,19,96,11,21,56.22,100.00, , ,303.22,50.54,Bronze
116,Aron Thomas,United Kingdom,5,96,11,9,80.43,100.00, , ,301.43,50.24,Bronze
117,Javier Nistal Salas,Spain,19,100,55,21,92.62,13.00, , ,300.62,50.10,Bronze
118,Junhua Chen,Australia,19,96,27,9,80.14,67.95, , ,299.09,49.85,Bronze
119,Sirawit Pongnakintr,Thailand,0,100,41,9,80.71,67.97, , ,298.68,49.78,Bronze
120,Rezwan Arefin,Bangladesh,5,100,27,42,56.64,65.32, , ,295.96,49.33,Bronze
121,Pavel Sankin,Belarus,5,96,27,21,56.93,89.00, , ,294.93,49.16,Bronze
122,Luka Mushkudiani,Georgia,19,100,11,21,56.78,86.36, , ,294.14,49.02,Bronze
123,James Tan,United Kingdom,19,96,11,21,80.71,65.33, , ,293.04,48.84,Bronze
124,Mateja Vukelić,Serbia,49,100,11,42,25.00,65.32, , ,292.32,48.72,Bronze
125,Marc Strufe,Germany,5,96,27,42,56.78,65.32, , ,292.10,48.68,Bronze
126,Matīss Kristiņš,Latvia,5,100,11,42,65.32,67.96, , ,291.28,48.55,Bronze
127,Kārlis Šusters,Latvia,0,100,11,0,79.02,100.00, , ,290.02,48.34,Bronze
128,Man Tsung Yeung,"Hong Kong, China",19,100,27,21,56.93,65.32, , ,289.25,48.21,Bronze
129,Anastasios Panagopoulos,Greece,0,96,27,9,56.93,100.00, , ,288.93,48.16,Bronze
130,Hazem Issa,Egypt,0,100,41,0,80.43,65.32, , ,286.75,47.79,Bronze
131,Pimrak Apiratchatanont,Thailand,0,100,11,21,53.68,100.00, , ,285.68,47.61,Bronze
132,Ege Kabasakaloglu,Türkiye,5,100,55,0,56.78,67.96, , ,284.74,47.46,Bronze
133,Thanh Tran Quang,Vietnam,44,100,27,9,63.66,39.00, , ,282.66,47.11,Bronze
134,Unto Karila,Finland,5,96,11,9,56.64,100.00, , ,277.64,46.27,Bronze
135,Benedikt Vilji Magnússon,Iceland,14,96,11,9,56.64,89.00, , ,275.64,45.94,Bronze
136,Andres Alumets,Estonia,0,96,11,42,25.00,100.00, , ,274.00,45.67,Bronze
136,Sven Meyer,France,44,96,11,9,25.00,89.00, , ,274.00,45.67,Bronze
138,Ping-Hsuan Lin,Taiwan,19,96,27,9,56.78,65.32, , ,273.10,45.52,Bronze
139,Abutalib Namazov,Azerbaijan,5,100,27,9,92.62,39.00, , ,272.62,45.44,Bronze
140,Kshitij Sodani,India,19,100,27,0,56.93,69.05, , ,271.98,45.33,Bronze
141,Haris Imamovic,Bosnia and Herzegovina,0,96,27,9,81.00,57.32, , ,270.32,45.05,Bronze
142,Tobias Feigenwinter,Switzerland,0,100,11,9,92.62,57.32, , ,269.94,44.99,Bronze
143,Aaron Naidu,South Africa,19,96,11,21,56.93,65.32, , ,269.25,44.88,Bronze
144,Andrej Shekerov,North Macedonia,5,75,11,21,56.93,100.00, , ,268.93,44.82,Bronze
145,Atakan Yasar,Türkiye,14,96,11,9,80.71,57.32, , ,268.03,44.67,Bronze
146,Juho Röyskö,Finland,5,96,11,9,80.14,65.32, , ,266.46,44.41,Bronze
147,Dasco Gabriel,Indonesia,5,100,27,9,56.64,65.32, , ,262.96,43.83,Bronze
148,Andrej Velichkovski,North Macedonia,5,100,11,21,25.00,100.00, , ,262.00,43.67,Bronze
149,Jonáš Havelka,Czech Republic,14,96,11,21,80.71,39.00, , ,261.71,43.62,Bronze
150,Kevin Lee,United Kingdom,5,100,25,9,56.78,65.32, , ,261.10,43.52,Bronze
151,Osama Alkhodairy,Egypt,0,100,27,9,56.93,65.23, , ,258.16,43.03,Bronze
152,Admir Zatega,Bosnia and Herzegovina,0,100,11,21,56.64,65.32, , ,253.96,42.33,Bronze
153,Mohamed ElKhatri,Morocco,5,100,25,0,56.93,65.32, , ,252.25,42.04,Bronze
154,Pontakorn Prasertsuk,Thailand,19,100,41,0,25.00,65.32, , ,250.32,41.72,Bronze
155,Ondřej Sladký,Czech Republic,14,96,11,9,80.43,39.00, , ,249.43,41.57,Bronze
156,Humberto Yusta Gómez,Cuba,14,96,11,9,80.14,39.00, , ,249.14,41.52,Bronze
157,Krittitee Ratchanan,Thailand,5,100,25,9,10.00,100.00, , ,249.00,41.50,Bronze
158,Héctor Fernando Ricárdez Lara,Mexico,5,100,11,42,25.00,65.33, , ,248.33,41.39,Bronze
159,Lorenzo Conti,Germany,5,96,27,42,57.07,21.00, , ,248.07,41.34,Bronze
160,George Alexandru Râpeanu,Romania,5,96,39,42,10.00,53.91, , ,245.91,40.98,Bronze
161,Manuel Darío Oliver Ballesteros,Cuba,5,40,11,9,80.71,100.00, , ,245.71,40.95,Bronze
162,Carolina Moura,Brazil,5,100,41,9,25.00,65.32, , ,245.32,40.89,Bronze
163,Dzintars Klušs,Latvia,0,40,11,0,92.62,100.00, , ,243.62,40.60,Bronze
164,Isaiah Iliffe,Australia,5,96,11,9,56.93,65.32, , ,243.25,40.54,Bronze
165,Yan Matheus Tavares e Silva,Brazil,19,100,25,21,10.00,67.97, , ,242.97,40.49,Bronze
166,Alessandro Bortolin,Italy,19,96,41,21,25.00,39.00, , ,241.00,40.17,Bronze
167,Pedro Dias,Portugal,32,96,27,0,80.71,5.00, , ,240.71,40.12,Bronze
168,Oscar Balcells Obeso,Spain,0,96,25,9,80.71,29.00, , ,239.71,39.95,Bronze
169,Murad Eynizada,Azerbaijan,5,100,25,9,92.62,8.00, , ,239.62,39.94,Bronze
170,José Ángel Cázares Torres,Mexico,5,96,41,21,10.00,65.32, , ,238.32,39.72,Bronze
171,Arman Ferdous,Bangladesh,0,40,11,9,75.59,100.00, , ,235.59,39.27,Bronze
172,Nodir Bobiev,Tajikistan,0,96,11,9,80.14,39.00, , ,235.14,39.19,
173,Yasmine Briefs,Germany,5,100,25,9,25.00,67.97, , ,231.97,38.66,
174,Daniel Fendrich,Austria,5,96,11,0,80.71,39.00, , ,231.71,38.62,
175,Ahmad Haidar,Syria,19,100,27,21,25.00,39.00, , ,231.00,38.50,
176,Willian Wang,Brazil,5,100,41,9,10.00,65.32, , ,230.32,38.39,
176,Zhambyl Maksotov,Kazakhstan,0,100,55,0,10.00,65.32, , ,230.32,38.39,
178,William Bille Meyling,Denmark,0,96,25,9,56.64,41.23, , ,227.87,37.98,
179,Hei Chit Cheng,"Hong Kong, China",5,96,27,9,25.00,65.32, , ,227.32,37.89,
180,Andrei Daletski,Belarus,5,100,11,42,10.00,57.32, , ,225.32,37.55,
180,Demetris Chrysostomou,Cyprus,19,96,11,9,25.00,65.32, , ,225.32,37.55,
182,Stoyan Malinin,Bulgaria,27,100,11,9,10.00,67.96, , ,224.96,37.49,
183,Bumjun Kim,Germany,5,40,25,9,79.86,65.32, , ,224.18,37.36,
184,Jakob Schrader,Slovenia,5,100,11,12,80.71,13.00, , ,221.71,36.95,
185,Christian Bertram,Denmark,5,96,11,0,80.43,29.00, , ,221.43,36.91,
186,Fares Basuni,Saudi Arabia,5,100,11,9,56.36,39.00, , ,220.36,36.73,
187,Timur Ratnikov,Kazakhstan,14,100,11,9,56.93,29.00, , ,219.93,36.66,
188,Andreas Alberg,Norway,0,96,27,21,10.00,65.32, , ,219.32,36.55,
189,Víctor Conchello Vendrell,Spain,0,96,11,0,10.00,100.00, , ,217.00,36.17,
190,Bernardus Wessels,South Africa,0,100,27,12,10.00,65.32, , ,214.32,35.72,
191,Jaagup Tamme,Estonia,5,96,11,9,80.14,13.00, , ,214.14,35.69,
192,Marijn Adriaanse,Netherlands,0,75,27,9,80.43,21.00, , ,212.43,35.41,
193,Marko Tsengov,Estonia,5,100,11,0,56.93,39.00, , ,211.93,35.32,
194,Parassat Kyzyrkanov,Kazakhstan,5,40,11,9,80.14,65.32, , ,210.46,35.08,
195,Thomas Bosch,Netherlands,0,100,0,0,80.71,29.00, , ,209.71,34.95,
196,Rui Wang,Portugal,0,96,27,0,56.93,29.00, , ,208.93,34.82,
197,Ignacio Muñoz,Chile,5,100,11,0,27.13,65.33, , ,208.46,34.74,
198,Mladen Puzić,Serbia,5,96,11,42,25.00,29.00, , ,208.00,34.67,
199,Suneet Mahajan,Ireland,5,100,11,0,25.00,65.32, , ,206.32,34.39,
200,Matej Hanus,Slovakia,0,96,27,21,56.78,5.00, , ,205.78,34.30,
201,Jegors Baļzins,Latvia,0,100,11,9,56.36,29.00, , ,205.36,34.23,
202,Ahmet Atilla Ak,Türkiye,49,96,11,9,10.00,29.00, , ,204.00,34.00,
203,Oscar Sierra,Colombia,19,96,11,0,25.00,52.32, , ,203.32,33.89,
204,Inbar Wald,Israel,0,100,11,9,25.00,57.32, , ,202.32,33.72,
Guest,Adriel Tan Jean Ren,Singapore 2,0,100,100,0,0.00,0.00, , ,200.00,33.33,
205,Islam Davletov,Kyrgyzstan,0,0,100,12,80.71,5.00, , ,197.71,32.95,
206,Jeroen op de Beek,Netherlands,5,96,11,0,80.14,5.00, , ,197.14,32.86,
207,Artur Aidarov,Kyrgyzstan,5,96,11,0,79.86,5.00, , ,196.86,32.81,
208,Mohammad Nour Massri,Syria,0,40,11,0,80.14,65.23, , ,196.37,32.73,
209,Markus Mathiasen,Denmark,0,100,11,0,80.14,5.00, , ,196.14,32.69,
210,Maayan Levy,New Zealand,0,100,11,0,79.86,5.00, , ,195.86,32.64,
211,Furkan Cebe,Türkiye,0,96,25,42,25.00,5.00, , ,193.00,32.17,
212,Mamnoon Siam,Bangladesh,0,100,11,0,25.00,56.55, , ,192.55,32.09,
213,Steven Reyes,Philippines,0,96,11,9,10.00,65.32, , ,191.32,31.89,
214,Shabdan Batyrkulov,Kyrgyzstan,5,40,11,9,25.00,100.00, , ,190.00,31.67,
215,Sebastián Mestre,Argentina,5,100,11,9,25.00,39.00, , ,189.00,31.50,
216,Igor Brito Andrade,Brazil,0,96,11,42,10.00,29.00, , ,188.00,31.33,
217,Kenneth Yong,Malaysia,5,75,11,0,56.93,39.00, , ,186.93,31.16,
218,Modestas Gujis,Lithuania,0,100,11,0,10.00,65.32, , ,186.32,31.05,
219,Cheng U Ian,"Macao, China",19,96,11,44,10.00,5.00, , ,185.00,30.83,
220,Justin Cahuzac,France,19,100,27,0,25.00,13.00, , ,184.00,30.67,
221,Wesam Naseer,Jordan,0,40,11,42,25.00,65.32, , ,183.32,30.55,
222,Blanca Huergo Muñoz,Spain,5,96,11,0,10.00,57.32, , ,179.32,29.89,
223,Lucia Krajčoviechová,Slovakia,14,100,11,0,25.00,29.00, , ,179.00,29.83,
224,Philip Aji,Syria,5,100,0,9,25.00,39.00, , ,178.00,29.67,
225,Loke Gustafsson,Sweden,0,100,0,0,56.64,21.00, , ,177.64,29.61,
226,Leonardo Daniel Artiles Montero,Cuba,0,100,11,0,25.00,39.00, , ,175.00,29.17,
226,Magnus Hegdahl,Norway,0,96,25,0,25.00,29.00, , ,175.00,29.17,
228,Henrik Aalto,Finland,5,96,27,0,25.00,21.00, , ,174.00,29.00,
229,Lan Sevčnikar,Slovenia,0,96,25,0,52.31,0.00, , ,173.31,28.89,
230,Domen Hočevar,Slovenia,14,40,11,0,79.30,29.00, , ,173.30,28.88,
231,Filippo Casarin,Italy,0,21,27,0,25.00,100.00, , ,173.00,28.83,
232,Lukas Münzel,Switzerland,0,96,11,9,56.93,0.00, , ,172.93,28.82,
233,Grégoire Le Corre,France,5,100,11,0,53.68,0.00, , ,169.68,28.28,
234,Zhiyi Luo,Belgium,5,40,27,21,10.00,65.32, , ,168.32,28.05,
235,Tong Sam Zheng,"Macao, China",5,100,11,21,25.00,5.00, , ,167.00,27.83,
236,Christos Falas,Cyprus,5,100,11,0,10.00,39.00, , ,165.00,27.50,
237,Teo Kitanovski,North Macedonia,5,40,11,21,56.93,29.00, , ,162.93,27.16,
238,Ibrahim Taghizade,Azerbaijan,0,100,11,0,10.00,39.00, , ,160.00,26.67,
239,Olivia Tennisberg,Estonia,14,75,11,9,10.00,39.00, , ,158.00,26.33,
240,Omurbek Dzhamalov,Kyrgyzstan,0,96,27,21,10.00,0.00, , ,154.00,25.67,
241,Lakshith Nishshanke,Sri Lanka,0,100,11,0,10.00,29.00, , ,150.00,25.00,
241,Mohammed Taariq Mowzer,South Africa,5,96,11,0,25.00,13.00, , ,150.00,25.00,
243,Nabil Boudra,Morocco,5,75,0,9,56.78,0.00, , ,145.78,24.30,
244,Christoffer Tryggestad,Norway,0,21,27,0,92.62,5.00, , ,145.62,24.27,
245,Joseph Grace,New Zealand,5,96,11,9,10.00,13.00, , ,144.00,24.00,
246,Hedi Ben Daoud,Tunisia,0,75,0,0,10.00,57.32, , ,142.32,23.72,
247,Alberto Leyva Guerra,Cuba,0,100,11,0,25.00,5.00, , ,141.00,23.50,
248,Mohamed Nguira,Tunisia,0,40,11,9,80.43,0.00, , ,140.43,23.41,
249,Valerio Stancanelli,Italy,0,40,11,21,10.00,57.32, , ,139.32,23.22,
250,Mohammed Alrefaei,Saudi Arabia,14,40,27,0,56.64,0.00, , ,137.64,22.94,
251,Amos Li Sheng Tan,Malaysia,5,96,11,0,25.00,0.00, , ,137.00,22.83,
252,José Rodrigo Santamaría Castro,El Salvador,0,96,0,0,10.00,29.00, , ,135.00,22.50,
253,Jonas Meier,Switzerland,0,96,11,0,25.00,0.00, , ,132.00,22.00,
253,Karel Chwistek,Czech Republic,0,0,11,21,0.00,100.00, , ,132.00,22.00,
253,Oisin Davey,Ireland,0,96,11,0,25.00,0.00, , ,132.00,22.00,
253,Sebastian Schulze,Austria,0,96,11,0,25.00,0.00, , ,132.00,22.00,
257,Muhammadjon Hokimiyon,Tajikistan,0,40,11,0,80.71,0.00, , ,131.71,21.95,
258,Gurbanberdi Gulladyyev,Turkmenistan,0,96,11,9,10.00,5.00, , ,131.00,21.83,
259,Alvaro Bacca,Colombia,0,96,11,0,10.00,13.00, , ,130.00,21.67,
260,Beshr Islam Bouli,Syria,0,40,27,9,25.00,23.00, , ,124.00,20.67,
260,Niklas Sandén,Sweden,0,96,11,12,0.00,5.00, , ,124.00,20.67,
262,Joaquín Pablo Cruz,Argentina,0,56,0,0,10.00,57.32, , ,123.32,20.55,
263,Mohammad Milhem,Palestine,0,40,11,0,56.64,13.00, , ,120.64,20.11,
264,Vicente Opazo,Chile,0,96,11,0,10.00,0.00, , ,117.00,19.50,
265,Aymane Moutei,Morocco,0,11,11,0,92.24,0.00, , ,114.24,19.04,
266,Konstantinos Tziapouras,Cyprus,5,40,11,0,56.64,0.00, , ,112.64,18.77,
266,Nicolas Mateo Valdivia Viscarra,Bolivia,0,40,11,0,56.64,5.00, , ,112.64,18.77,
268,Badrangiikh Bat-Orgil,Mongolia,0,21,11,9,56.64,13.00, , ,110.64,18.44,
269,César Esaú Flores Martínez,El Salvador,0,100,0,0,10.00,0.00, , ,110.00,18.33,
270,Giovanni Gaio,Iceland,0,75,11,0,10.00,13.00, , ,109.00,18.17,
271,Steven Chua,Philippines,5,40,27,21,10.00,5.00, , ,108.00,18.00,
272,Gabriel Ricardo Rodriguez Castillo,Mexico,0,96,0,0,10.00,0.00, , ,106.00,17.67,
273,Basil Hijaz,Palestine,0,40,11,0,25.00,29.00, , ,105.00,17.50,
273,Elyes Chaabouni,Tunisia,0,40,11,0,25.00,29.00, , ,105.00,17.50,
273,Mathias Presthagen,Norway,0,75,0,0,25.00,5.00, , ,105.00,17.50,
273,Ricardo Antunes,Portugal,5,40,11,0,10.00,39.00, , ,105.00,17.50,
277,Sithija Abhishek Kotuwewatta,Sri Lanka,0,21,11,0,10.00,57.32, , ,99.32,16.55,
278,Filip Dosljak,Montenegro,0,21,0,0,56.78,21.00, , ,98.78,16.46,
279,Zhiyuan Qi,New Zealand,0,40,11,9,25.00,13.00, , ,98.00,16.33,
280,Omar Besbes,Tunisia,0,21,11,0,51.95,13.00, , ,96.95,16.16,
281,Ariel Fideleff,Argentina,0,40,0,0,56.64,0.00, , ,96.64,16.11,
281,Hoi Wan Li,"Macao, China",0,40,0,0,56.64,0.00, , ,96.64,16.11,
283,Hau Ye Heng,Malaysia,0,75,11,0,10.00,0.00, , ,96.00,16.00,
284,Jarod Differdange,Luxembourg,5,21,11,0,25.00,29.00, , ,91.00,15.17,
